Timestamp,Suction_Pressure_Stage1_kgcm2,Suction_Temp_Stage1_C,Discharge_Pressure_Stage1_kgcm2,Discharge_Temp_Stage1_C,Suction_Pressure_Stage2_kgcm2,Suction_Temp_Stage2_C,Discharge_Pressure_Stage2_kgcm2,Discharge_Temp_Stage2_C,Vibration_mms,RPM,Seal_Gas_Pressure_kgcm2,Lube_Oil_Pressure_kgcm2,Lube_Oil_Temp_C,Anti_Surge_Valve_pct
2026-09-02 16:30,1.21 kg,34.92 C,7.02 kg,90.02 C,7.01 kg,38.0 C,15.01 kg,80.38 C,0.29,4023.0,0.23 kg,4.96 kg,50.0 C,0.6
2026-09-02 16:45,1.2 kg,34.88 C,7.02 kg,90.05 C,7.0 kg,38.01 C,15.02 kg,80.43 C,0.29,4022.0,0.23 kg,4.97 kg,50.1 C,1.7
2026-09-02 17:00,1.21 kg,34.86 C,7.03 kg,90.07 C,7.0 kg,38.0 C,15.04 kg,80.39 C,0.29,4021.0,0.23 kg,4.97 kg,50.0 C,2.6
2026-09-02 17:15,1.2 kg,34.88 C,7.03 kg,90.16 C,7.01 kg,38.0 C,15.04 kg,80.43 C,0.3,4019.0,0.22 kg,4.95 kg,50.0 C,4.7
2026-09-02 17:30,1.2 kg,34.88 C,7.03 kg,90.12 C,7.01 kg,37.98 C,15.04 kg,80.48 C,0.3,4018.0,0.22 kg,4.95 kg,50.0 C,0.2
2026-09-02 17:45,1.2 kg,34.89 C,7.03 kg,90.05 C,7.0 kg,37.98 C,15.04 kg,80.5 C,0.3,4018.0,0.22 kg,4.95 kg,50.0 C,0.6
2026-09-02 18:00,1.2 kg,34.86 C,7.04 kg,90.06 C,7.0 kg,37.98 C,15.04 kg,80.52 C,0.3,4017.0,0.21 kg,4.96 kg,50.0 C,0.0
2026-09-02 18:15,1.21 kg,34.86 C,7.05 kg,90.1 C,7.0 kg,37.96 C,15.04 kg,80.48 C,0.3,4017.0,0.22 kg,4.95 kg,50.0 C,5.4
2026-09-02 18:30,1.2 kg,34.83 C,7.04 kg,90.15 C,7.0 kg,37.92 C,15.05 kg,80.49 C,0.3,4015.0,0.22 kg,4.96 kg,50.0 C,0.2
2026-09-02 18:45,1.2 kg,34.79 C,7.03 kg,90.16 C,6.99 kg,37.87 C,15.06 kg,80.41 C,0.3,4015.0,0.22 kg,4.96 kg,50.0 C,1.5
2026-09-02 19:00,1.2 kg,34.75 C,7.04 kg,90.14 C,7.0 kg,37.89 C,15.06 kg,80.39 C,0.29,4013.0,0.22 kg,4.96 kg,50.0 C,0.9
2026-09-02 19:15,1.21 kg,34.79 C,7.03 kg,90.2 C,6.99 kg,37.85 C,15.05 kg,80.39 C,0.29,4013.0,0.22 kg,4.95 kg,50.0 C,1.8
2026-09-02 19:30,1.21 kg,34.77 C,7.03 kg,90.19 C,6.98 kg,37.81 C,15.06 kg,80.37 C,0.29,4013.0,0.22 kg,4.94 kg,50.0 C,1.5
2026-09-02 19:45,1.21 kg,34.79 C,7.02 kg,90.26 C,6.99 kg,37.85 C,15.05 kg,80.43 C,0.29,4015.0,0.22 kg,4.93 kg,50.0 C,0.0
2026-09-02 20:00,1.21 kg,34.74 C,7.03 kg,90.28 C,6.99 kg,37.86 C,15.05 kg,80.48 C,0.29,4017.0,0.23 kg,4.94 kg,50.1 C,0.1
2026-09-02 20:15,1.21 kg,34.73 C,7.02 kg,90.35 C,6.99 kg,37.79 C,15.07 kg,80.49 C,0.29,4015.0,0.22 kg,4.95 kg,50.1 C,1.3
2026-09-02 20:30,1.21 kg,34.75 C,7.02 kg,90.47 C,6.99 kg,37.75 C,15.07 kg,80.57 C,0.29,4016.0,0.22 kg,4.95 kg,50.0 C,0.8
2026-09-02 20:45,1.21 kg,34.75 C,7.02 kg,90.52 C,6.99 kg,37.71 C,15.07 kg,80.49 C,0.28,4017.0,0.22 kg,4.94 kg,50.1 C,0.3
2026-09-02 21:00,1.21 kg,34.76 C,7.03 kg,90.45 C,6.99 kg,37.69 C,15.07 kg,80.46 C,0.28,4018.0,0.22 kg,4.93 kg,50.0 C,2.8
2026-09-02 21:15,1.21 kg,34.69 C,7.02 kg,90.42 C,6.99 kg,37.73 C,15.06 kg,80.48 C,0.28,4017.0,0.23 kg,4.93 kg,50.0 C,0.0
2026-09-02 21:30,1.22 kg,34.77 C,7.01 kg,90.36 C,7.0 kg,37.76 C,15.07 kg,80.49 C,0.28,4018.0,0.22 kg,4.92 kg,50.1 C,1.6
2026-09-02 21:45,1.21 kg,34.78 C,7.02 kg,90.33 C,7.0 kg,37.77 C,15.06 kg,80.42 C,0.28,4020.0,0.22 kg,4.92 kg,50.1 C,2.9
2026-09-02 22:00,1.21 kg,34.73 C,7.02 kg,90.3 C,7.0 kg,37.79 C,15.05 kg,80.49 C,0.28,4018.0,0.21 kg,4.92 kg,50.0 C,0.3
2026-09-02 22:15,1.21 kg,34.72 C,7.03 kg,90.35 C,7.0 kg,37.8 C,15.06 kg,80.48 C,0.28,4019.0,0.22 kg,4.92 kg,50.0 C,1.4
2026-09-02 22:30,1.21 kg,34.69 C,7.03 kg,90.28 C,7.0 kg,37.83 C,15.05 kg,80.47 C,0.28,4020.0,0.22 kg,4.94 kg,50.0 C,0.5
2026-09-02 22:45,1.21 kg,34.7 C,7.03 kg,90.33 C,7.0 kg,37.81 C,15.04 kg,80.47 C,0.28,4019.0,0.22 kg,4.96 kg,50.0 C,3.0
2026-09-02 23:00,1.21 kg,34.67 C,7.04 kg,90.26 C,7.0 kg,37.85 C,15.06 kg,80.55 C,0.28,4020.0,0.22 kg,4.97 kg,50.0 C,2.2
2026-09-02 23:15,1.21 kg,34.68 C,7.03 kg,90.17 C,7.0 kg,37.88 C,15.06 kg,80.54 C,0.28,4019.0,0.22 kg,4.97 kg,50.0 C,1.0
2026-09-02 23:30,1.21 kg,34.69 C,7.04 kg,90.12 C,7.0 kg,37.88 C,15.05 kg,80.49 C,0.28,4018.0,0.21 kg,4.98 kg,50.0 C,0.6
2026-09-02 23:45,1.21 kg,34.67 C,7.03 kg,90.17 C,7.0 kg,37.83 C,15.04 kg,80.44 C,0.28,4017.0,0.21 kg,4.98 kg,49.9 C,0.1
2026-09-03 00:00,1.21 kg,34.69 C,7.03 kg,90.12 C,7.0 kg,37.85 C,15.04 kg,80.49 C,0.28,4017.0,0.21 kg,4.99 kg,49.9 C,2.0
2026-09-03 00:15,1.21 kg,34.69 C,7.03 kg,90.15 C,7.0 kg,37.9 C,15.03 kg,80.49 C,0.28,4017.0,0.21 kg,4.98 kg,49.9 C,0.0
2026-09-03 00:30,1.21 kg,34.67 C,7.03 kg,90.07 C,7.0 kg,37.92 C,15.03 kg,80.53 C,0.28,4018.0,0.21 kg,4.98 kg,49.9 C,3.2
2026-09-03 00:45,1.22 kg,34.67 C,7.03 kg,90.04 C,7.0 kg,37.95 C,15.03 kg,80.48 C,0.28,4017.0,0.22 kg,4.97 kg,49.9 C,2.8
2026-09-03 01:00,1.21 kg,34.67 C,7.03 kg,90.04 C,7.0 kg,38.04 C,15.03 kg,80.44 C,0.28,4017.0,0.21 kg,4.98 kg,49.9 C,13.6
2026-09-03 01:15,1.21 kg,34.66 C,7.04 kg,90.05 C,7.01 kg,38.06 C,15.02 kg,80.43 C,0.28,4018.0,0.22 kg,4.98 kg,49.9 C,1.0
2026-09-03 01:30,1.21 kg,34.66 C,7.04 kg,90.07 C,7.01 kg,38.04 C,15.01 kg,80.36 C,0.28,4019.0,0.22 kg,4.98 kg,49.9 C,3.2
2026-09-03 01:45,1.21 kg,34.65 C,7.04 kg,90.07 C,7.02 kg,38.07 C,15.02 kg,80.26 C,0.28,4017.0,0.21 kg,4.97 kg,49.9 C,0.0
2026-09-03 02:00,1.21 kg,34.69 C,7.04 kg,90.08 C,7.03 kg,38.04 C,15.02 kg,80.3 C,0.28,4018.0,0.22 kg,4.97 kg,49.9 C,0.0
2026-09-03 02:15,1.21 kg,34.69 C,7.05 kg,90.15 C,7.03 kg,38.03 C,15.02 kg,80.35 C,0.28,4017.0,0.22 kg,4.96 kg,50.0 C,1.8
2026-09-03 02:30,1.21 kg,34.72 C,7.04 kg,90.28 C,7.02 kg,37.99 C,15.02 kg,80.35 C,0.28,4018.0,0.22 kg,4.97 kg,50.0 C,2.6
2026-09-03 02:45,1.21 kg,34.76 C,7.04 kg,90.21 C,7.02 kg,37.98 C,15.03 kg,80.33 C,0.28,4018.0,0.21 kg,4.97 kg,49.9 C,2.5
2026-09-03 03:00,1.21 kg,34.76 C,7.04 kg,90.16 C,7.02 kg,37.97 C,15.04 kg,80.38 C,0.28,4020.0,0.21 kg,4.98 kg,49.9 C,0.0
2026-09-03 03:15,1.21 kg,34.79 C,7.05 kg,90.14 C,7.03 kg,37.99 C,15.04 kg,80.46 C,0.28,4020.0,0.21 kg,4.97 kg,49.9 C,2.8
2026-09-03 03:30,1.21 kg,34.79 C,7.04 kg,90.12 C,7.03 kg,37.98 C,15.03 kg,80.5 C,0.28,4017.0,0.21 kg,4.96 kg,49.9 C,0.5
2026-09-03 03:45,1.21 kg,34.78 C,7.04 kg,90.27 C,7.02 kg,37.93 C,15.04 kg,80.58 C,0.28,4016.0,0.21 kg,4.94 kg,49.9 C,1.9
2026-09-03 04:00,1.21 kg,34.82 C,7.04 kg,90.33 C,7.02 kg,37.88 C,15.03 kg,80.56 C,0.28,4017.0,0.21 kg,4.94 kg,49.9 C,1.6
2026-09-03 04:15,1.21 kg,34.84 C,7.03 kg,90.3 C,7.02 kg,37.94 C,15.03 kg,80.58 C,0.28,4016.0,0.21 kg,4.96 kg,49.9 C,2.9
2026-09-03 04:30,1.2 kg,34.84 C,7.03 kg,90.35 C,7.02 kg,37.97 C,15.03 kg,80.53 C,0.28,4018.0,0.21 kg,4.95 kg,49.9 C,0.0
2026-09-03 04:45,1.2 kg,34.82 C,7.03 kg,90.37 C,7.02 kg,38.0 C,15.03 kg,80.43 C,0.28,4018.0,0.21 kg,4.94 kg,50.0 C,2.7
2026-09-03 05:00,1.21 kg,34.83 C,7.03 kg,90.3 C,7.02 kg,38.02 C,15.04 kg,80.4 C,0.28,4017.0,0.21 kg,4.94 kg,50.0 C,0.6
2026-09-03 05:15,1.21 kg,34.85 C,7.03 kg,90.27 C,7.02 kg,37.96 C,15.03 kg,80.41 C,0.28,4018.0,0.22 kg,4.92 kg,49.9 C,1.3
2026-09-03 05:30,1.2 kg,34.84 C,7.03 kg,90.29 C,7.02 kg,37.95 C,15.04 kg,80.44 C,0.28,4018.0,0.22 kg,4.91 kg,49.9 C,2.1
2026-09-03 05:45,1.2 kg,34.85 C,7.03 kg,90.28 C,7.01 kg,37.95 C,15.04 kg,80.45 C,0.28,4015.0,0.21 kg,4.9 kg,49.9 C,2.3
2026-09-03 06:00,1.21 kg,34.85 C,7.03 kg,90.31 C,7.02 kg,37.93 C,15.02 kg,80.46 C,0.28,4018.0,0.21 kg,4.9 kg,49.9 C,1.9
2026-09-03 06:15,1.21 kg,34.8 C,7.04 kg,90.33 C,7.02 kg,37.95 C,15.02 kg,80.42 C,0.28,4015.0,0.21 kg,4.9 kg,50.0 C,1.3
2026-09-03 06:30,1.21 kg,34.86 C,7.05 kg,90.36 C,7.02 kg,37.96 C,15.01 kg,80.29 C,0.28,4016.0,0.21 kg,4.91 kg,50.0 C,1.0
2026-09-03 06:45,1.21 kg,34.88 C,7.04 kg,90.41 C,7.01 kg,38.0 C,15.02 kg,80.24 C,0.28,4017.0,0.21 kg,4.91 kg,50.0 C,0.5
2026-09-03 07:00,1.21 kg,34.82 C,7.05 kg,90.44 C,7.01 kg,38.0 C,15.01 kg,80.29 C,0.28,4017.0,0.22 kg,4.92 kg,50.0 C,2.5
2026-09-03 07:15,1.21 kg,34.86 C,7.05 kg,90.39 C,7.01 kg,37.98 C,15.01 kg,80.35 C,0.28,4015.0,0.22 kg,4.93 kg,50.0 C,1.8
2026-09-03 07:30,1.21 kg,34.88 C,7.05 kg,90.4 C,7.01 kg,37.98 C,15.0 kg,80.3 C,0.28,4016.0,0.22 kg,4.95 kg,50.0 C,2.8
2026-09-03 07:45,1.21 kg,34.86 C,7.05 kg,90.35 C,7.0 kg,37.95 C,15.01 kg,80.36 C,0.28,4015.0,0.21 kg,4.93 kg,50.0 C,2.6
